State,County,Percent_COPD,Quartile
California,Santa Clara,3.3,3.3 - 6.0
New Mexico,Los Alamos,3.3,3.3 - 6.0
Virginia,Falls Church,3.3,3.3 - 6.0
California,San Mateo,3.5,3.3 - 6.0
Maryland,Howard,3.5,3.3 - 6.0
Maryland,Montgomery,3.5,3.3 - 6.0
California,San Francisco,3.6,3.3 - 6.0
Hawaii,Honolulu,3.6,3.3 - 6.0
Virginia,Arlington,3.6,3.3 - 6.0
California,Alameda,3.7,3.3 - 6.0
Colorado,Douglas,3.7,3.3 - 6.0
Virginia,Loudoun,3.7,3.3 - 6.0
Minnesota,Carver,3.8,3.3 - 6.0
Minnesota,Washington,3.8,3.3 - 6.0
New Jersey,Somerset,3.8,3.3 - 6.0
Virginia,Fairfax,3.8,3.3 - 6.0
Washington,King,3.8,3.3 - 6.0
Colorado,Broomfield,3.9,3.3 - 6.0
Colorado,Pitkin,3.9,3.3 - 6.0
Georgia,Forsyth,3.9,3.3 - 6.0
Minnesota,Hennepin,3.9,3.3 - 6.0
Minnesota,Scott,3.9,3.3 - 6.0
New Jersey,Bergen,3.9,3.3 - 6.0
Utah,Summit,3.9,3.3 - 6.0
Minnesota,Dakota,4.0,3.3 - 6.0
New Jersey,Morris,4.0,3.3 - 6.0
Wisconsin,Ozaukee,4.0,3.3 - 6.0
Wisconsin,Waukesha,4.0,3.3 - 6.0
California,Marin,4.1,3.3 - 6.0
Wisconsin,Dane,4.1,3.3 - 6.0
California,Contra Costa,4.2,3.3 - 6.0
Hawaii,Maui,4.2,3.3 - 6.0
Kansas,Johnson,4.2,3.3 - 6.0
Minnesota,Olmsted,4.2,3.3 - 6.0
New Jersey,Hunterdo,4.2,3.3 - 6.0
New Jersey,Middlese,4.2,3.3 - 6.0
Utah,Wasatch,4.2,3.3 - 6.0
California,Orange,4.3,3.3 - 6.0
Georgia,Oconee,4.3,3.3 - 6.0
Illinois,DuPage,4.3,3.3 - 6.0
Massachusetts,Middlesex,4.3,3.3 - 6.0
Nebraska,Sarpy,4.3,3.3 - 6.0
New York,Nassau,4.3,3.3 - 6.0
Texas,Fort Bend,4.3,3.3 - 6.0
Utah,Davis,4.3,3.3 - 6.0
Utah,Morgan,4.3,3.3 - 6.0
Virginia,Alexandria,4.3,3.3 - 6.0
Virginia,Fairfax City,4.3,3.3 - 6.0
Colorado,Boulder,4.4,3.3 - 6.0
Colorado,Clear Creek,4.4,3.3 - 6.0
Colorado,Ouray,4.4,3.3 - 6.0
Connecticut,Fairfield,4.4,3.3 - 6.0
District of Columbia,District of Columbia,4.4,3.3 - 6.0
Georgia,Fayette,4.4,3.3 - 6.0
Indiana,Hamilton,4.4,3.3 - 6.0
Iowa,Dallas,4.4,3.3 - 6.0
New Jersey,Hudson,4.4,3.3 - 6.0
New York,New York,4.4,3.3 - 6.0
South Dakota,Lincoln,4.4,3.3 - 6.0
Texas,Collin,4.4,3.3 - 6.0
Wyoming,Teton,4.4,3.3 - 6.0
California,Placer,4.5,3.3 - 6.0
Colorado,Mineral,4.5,3.3 - 6.0
Georgia,Cobb,4.5,3.3 - 6.0
Maryland,Prince George's,4.5,3.3 - 6.0
Massachusetts,Norfolk,4.5,3.3 - 6.0
Minnesota,Ramsey,4.5,3.3 - 6.0
Minnesota,Wright,4.5,3.3 - 6.0
New Jersey,Monmouth,4.5,3.3 - 6.0
New York,Westchester,4.5,3.3 - 6.0
North Carolina,Wake,4.5,3.3 - 6.0
Oregon,Washington,4.5,3.3 - 6.0
Pennsylvania,Chester,4.5,3.3 - 6.0
Utah,Utah,4.5,3.3 - 6.0
Wisconsin,St. Croix,4.5,3.3 - 6.0
Colorado,Denver,4.6,3.3 - 6.0
Connecticut,Middlesex,4.6,3.3 - 6.0
Georgia,Fulton,4.6,3.3 - 6.0
Hawaii,Kauai,4.6,3.3 - 6.0
Maryland,Frederick,4.6,3.3 - 6.0
Massachusetts,Nantucket,4.6,3.3 - 6.0
Minnesota,Cook,4.6,3.3 - 6.0
Minnesota,Dodge,4.6,3.3 - 6.0
Minnesota,Sherburne,4.6,3.3 - 6.0
Montana,Gallatin,4.6,3.3 - 6.0
New Mexico,Santa Fe,4.6,3.3 - 6.0
North Dakota,Cass,4.6,3.3 - 6.0
Pennsylvania,Montgomery,4.6,3.3 - 6.0
Tennessee,Williamson,4.6,3.3 - 6.0
Texas,Loving,4.6,3.3 - 6.0
Wisconsin,Washington,4.6,3.3 - 6.0
Alaska,Aleutians West,4.7,3.3 - 6.0
California,Los Angeles,4.7,3.3 - 6.0
California,San Benito,4.7,3.3 - 6.0
California,San Diego,4.7,3.3 - 6.0
Colorado,Eagle,4.7,3.3 - 6.0
Colorado,Gilpin,4.7,3.3 - 6.0
Colorado,Jefferson,4.7,3.3 - 6.0
Colorado,Routt,4.7,3.3 - 6.0
Colorado,San Miguel,4.7,3.3 - 6.0
Colorado,Summit,4.7,3.3 - 6.0
Hawaii,Kalawao,4.7,3.3 - 6.0
Idaho,Ada,4.7,3.3 - 6.0
Illinois,Kendall,4.7,3.3 - 6.0
Maryland,Anne Arundel,4.7,3.3 - 6.0
Michigan,Oakland,4.7,3.3 - 6.0
Minnesota,Anoka,4.7,3.3 - 6.0
Nebraska,Hamilton,4.7,3.3 - 6.0
New Jersey,Union,4.7,3.3 - 6.0
New York,Queens,4.7,3.3 - 6.0
North Dakota,Burleigh,4.7,3.3 - 6.0
Ohio,Delaware,4.7,3.3 - 6.0
Rhode Island,Newport,4.7,3.3 - 6.0
South Dakota,Union,4.7,3.3 - 6.0
Texas,Travis,4.7,3.3 - 6.0
Virginia,York,4.7,3.3 - 6.0
Washington,Snohomish,4.7,3.3 - 6.0
California,Napa,4.8,3.3 - 6.0
California,Solano,4.8,3.3 - 6.0
California,Ventura,4.8,3.3 - 6.0
Colorado,Hinsdale,4.8,3.3 - 6.0
Colorado,Lake,4.8,3.3 - 6.0
Illinois,Lake,4.8,3.3 - 6.0
Minnesota,Nicollet,4.8,3.3 - 6.0
Nebraska,Washington,4.8,3.3 - 6.0
New Jersey,Mercer,4.8,3.3 - 6.0
New Jersey,Sussex,4.8,3.3 - 6.0
North Carolina,Orange,4.8,3.3 - 6.0
Rhode Island,Bristol,4.8,3.3 - 6.0
South Dakota,Stanley,4.8,3.3 - 6.0
Texas,Denton,4.8,3.3 - 6.0
Texas,Rockwall,4.8,3.3 - 6.0
Texas,Williamson,4.8,3.3 - 6.0
Utah,Salt Lake,4.8,3.3 - 6.0
Vermont,Chittenden,4.8,3.3 - 6.0
Virginia,Albemarle,4.8,3.3 - 6.0
Virginia,Prince William,4.8,3.3 - 6.0
Washington,San Juan,4.8,3.3 - 6.0
Wisconsin,Calumet,4.8,3.3 - 6.0
Wisconsin,Outagamie,4.8,3.3 - 6.0
Colorado,Arapahoe,4.9,3.3 - 6.0
Colorado,Gunnison,4.9,3.3 - 6.0
Colorado,Larimer,4.9,3.3 - 6.0
Connecticut,Litchfield,4.9,3.3 - 6.0
Georgia,DeKalb,4.9,3.3 - 6.0
Idaho,Blaine,4.9,3.3 - 6.0
Minnesota,Chisago,4.9,3.3 - 6.0
Minnesota,Houston,4.9,3.3 - 6.0
Minnesota,Wabasha,4.9,3.3 - 6.0
Mississippi,Madison,4.9,3.3 - 6.0
New Jersey,Burlingt,4.9,3.3 - 6.0
New Mexico,Mora,4.9,3.3 - 6.0
North Dakota,Billings,4.9,3.3 - 6.0
North Dakota,Griggs,4.9,3.3 - 6.0
Pennsylvania,Bucks,4.9,3.3 - 6.0
South Dakota,Brookings,4.9,3.3 - 6.0
Virginia,James City,4.9,3.3 - 6.0
Virginia,Stafford,4.9,3.3 - 6.0
Wisconsin,Door,4.9,3.3 - 6.0
California,El Dorado,5.0,3.3 - 6.0
Connecticut,Tolland,5.0,3.3 - 6.0
Georgia,Columbia,5.0,3.3 - 6.0
Georgia,Gwinnett,5.0,3.3 - 6.0
Hawaii,Hawaii,5.0,3.3 - 6.0
Idaho,Teton,5.0,3.3 - 6.0
Illinois,McHenry,5.0,3.3 - 6.0
Illinois,Will,5.0,3.3 - 6.0
Maryland,Baltimore,5.0,3.3 - 6.0
Maryland,Calvert,5.0,3.3 - 6.0
Maryland,Carroll,5.0,3.3 - 6.0
Maryland,Charles,5.0,3.3 - 6.0
Michigan,Washtenaw,5.0,3.3 - 6.0
Minnesota,Douglas,5.0,3.3 - 6.0
Minnesota,Le Sueur,5.0,3.3 - 6.0
Montana,Jefferson,5.0,3.3 - 6.0
Montana,Lewis and Clark,5.0,3.3 - 6.0
Nebraska,Banner,5.0,3.3 - 6.0
Nebraska,Lancaster,5.0,3.3 - 6.0
Nebraska,Saunders,5.0,3.3 - 6.0
New Mexico,Sandoval,5.0,3.3 - 6.0
New York,Putnam,5.0,3.3 - 6.0
North Dakota,Sargent,5.0,3.3 - 6.0
North Dakota,Steele,5.0,3.3 - 6.0
North Dakota,Traill,5.0,3.3 - 6.0
Oregon,Clackamas,5.0,3.3 - 6.0
Rhode Island,Washington,5.0,3.3 - 6.0
South Dakota,Minnehaha,5.0,3.3 - 6.0
Texas,Kendall,5.0,3.3 - 6.0
Vermont,Addison,5.0,3.3 - 6.0
Virginia,Goochland,5.0,3.3 - 6.0
Virginia,Henrico,5.0,3.3 - 6.0
Washington,Island,5.0,3.3 - 6.0
Washington,Kitsap,5.0,3.3 - 6.0
Wisconsin,Brown,5.0,3.3 - 6.0
Alaska,Juneau,5.1,3.3 - 6.0
Alaska,Kodiak Island,5.1,3.3 - 6.0
California,Santa Cruz,5.1,3.3 - 6.0
California,Sonoma,5.1,3.3 - 6.0
Colorado,Elbert,5.1,3.3 - 6.0
Colorado,La Plata,5.1,3.3 - 6.0
Delaware,New Castle,5.1,3.3 - 6.0
Georgia,Harris,5.1,3.3 - 6.0
Illinois,Monroe,5.1,3.3 - 6.0
Maryland,Harford,5.1,3.3 - 6.0
Massachusetts,Barnstable,5.1,3.3 - 6.0
Minnesota,Clay,5.1,3.3 - 6.0
Minnesota,Goodhue,5.1,3.3 - 6.0
Minnesota,Lake,5.1,3.3 - 6.0
Montana,Madison,5.1,3.3 - 6.0
Montana,Missoula,5.1,3.3 - 6.0
Nebraska,Cedar,5.1,3.3 - 6.0
Nebraska,Douglas,5.1,3.3 - 6.0
Nebraska,Garfield,5.1,3.3 - 6.0
Nebraska,Gosper,5.1,3.3 - 6.0
New Mexico,Bernalillo,5.1,3.3 - 6.0
New York,Suffolk,5.1,3.3 - 6.0
North Carolina,Mecklenburg,5.1,3.3 - 6.0
North Dakota,Burke,5.1,3.3 - 6.0
South Carolina,Beaufort,5.1,3.3 - 6.0
South Carolina,Charleston,5.1,3.3 - 6.0
South Dakota,Hughes,5.1,3.3 - 6.0
South Dakota,Jones,5.1,3.3 - 6.0
South Dakota,Marshall,5.1,3.3 - 6.0
Texas,Borden,5.1,3.3 - 6.0
Utah,Daggett,5.1,3.3 - 6.0
Utah,Tooele,5.1,3.3 - 6.0
Vermont,Grand Isle,5.1,3.3 - 6.0
Virginia,Poquoson,5.1,3.3 - 6.0
Virginia,Virginia Beach,5.1,3.3 - 6.0
Washington,Thurston,5.1,3.3 - 6.0
Wisconsin,Columbia,5.1,3.3 - 6.0
Wisconsin,Iowa,5.1,3.3 - 6.0
Wisconsin,Jefferson,5.1,3.3 - 6.0
Wisconsin,La Crosse,5.1,3.3 - 6.0
Wisconsin,Marathon,5.1,3.3 - 6.0
Wisconsin,Pierce,5.1,3.3 - 6.0
Wisconsin,Sheboygan,5.1,3.3 - 6.0
Alabama,Shelby,5.2,3.3 - 6.0
Arizona,Greenlee,5.2,3.3 - 6.0
California,San Luis Obispo,5.2,3.3 - 6.0
California,Yolo,5.2,3.3 - 6.0
Colorado,El Paso,5.2,3.3 - 6.0
Colorado,Park,5.2,3.3 - 6.0
Colorado,Teller,5.2,3.3 - 6.0
Connecticut,Hartford,5.2,3.3 - 6.0
Georgia,Cherokee,5.2,3.3 - 6.0
Georgia,Henry,5.2,3.3 - 6.0
Illinois,Cook,5.2,3.3 - 6.0
Iowa,Sioux,5.2,3.3 - 6.0
Iowa,Warren,5.2,3.3 - 6.0
Maine,Cumberland,5.2,3.3 - 6.0
Maryland,Queen Anne's,5.2,3.3 - 6.0
Maryland,Talbot,5.2,3.3 - 6.0
Michigan,Leelanau,5.2,3.3 - 6.0
Minnesota,Brown,5.2,3.3 - 6.0
Minnesota,Pope,5.2,3.3 - 6.0
Minnesota,Rice,5.2,3.3 - 6.0
Minnesota,Steele,5.2,3.3 - 6.0
Nebraska,Hooker,5.2,3.3 - 6.0
Nebraska,Seward,5.2,3.3 - 6.0
Nebraska,York,5.2,3.3 - 6.0
New Hampshire,Rockingham,5.2,3.3 - 6.0
New Jersey,Gloucest,5.2,3.3 - 6.0
New Jersey,Warren,5.2,3.3 - 6.0
New Mexico,San Miguel,5.2,3.3 - 6.0
New Mexico,Taos,5.2,3.3 - 6.0
North Carolina,Durham,5.2,3.3 - 6.0
North Dakota,Bottineau,5.2,3.3 - 6.0
North Dakota,Renville,5.2,3.3 - 6.0
North Dakota,Ward,5.2,3.3 - 6.0
Oregon,Multnomah,5.2,3.3 - 6.0
South Dakota,Brown,5.2,3.3 - 6.0
South Dakota,Kingsbury,5.2,3.3 - 6.0
South Dakota,McCook,5.2,3.3 - 6.0
South Dakota,Meade,5.2,3.3 - 6.0
South Dakota,Pennington,5.2,3.3 - 6.0
South Dakota,Sully,5.2,3.3 - 6.0
Texas,Comal,5.2,3.3 - 6.0
Texas,Crockett,5.2,3.3 - 6.0
Utah,Washington,5.2,3.3 - 6.0
Virginia,Manassas,5.2,3.3 - 6.0
Wisconsin,Bayfield,5.2,3.3 - 6.0
Wisconsin,Eau Claire,5.2,3.3 - 6.0
Wisconsin,Kenosha,5.2,3.3 - 6.0
Wisconsin,Portage,5.2,3.3 - 6.0
Wisconsin,Walworth,5.2,3.3 - 6.0
Alaska,Anchorage,5.3,3.3 - 6.0
Alaska,Chugach,5.3,3.3 - 6.0
California,Riverside,5.3,3.3 - 6.0
California,Sacramento,5.3,3.3 - 6.0
California,Santa Barbara,5.3,3.3 - 6.0
Colorado,Custer,5.3,3.3 - 6.0
Colorado,Garfield,5.3,3.3 - 6.0
Colorado,Grand,5.3,3.3 - 6.0
Colorado,San Juan,5.3,3.3 - 6.0
Georgia,Bryan,5.3,3.3 - 6.0
Illinois,Kane,5.3,3.3 - 6.0
Iowa,Bremer,5.3,3.3 - 6.0
Iowa,Johnson,5.3,3.3 - 6.0
Kansas,Miami,5.3,3.3 - 6.0
Massachusetts,Dukes,5.3,3.3 - 6.0
Michigan,Livingston,5.3,3.3 - 6.0
Minnesota,Hubbard,5.3,3.3 - 6.0
Minnesota,Kittson,5.3,3.3 - 6.0
Minnesota,McLeod,5.3,3.3 - 6.0
Minnesota,Murray,5.3,3.3 - 6.0
Minnesota,Rock,5.3,3.3 - 6.0
Minnesota,Winona,5.3,3.3 - 6.0
Nebraska,Cass,5.3,3.3 - 6.0
Nebraska,Fillmore,5.3,3.3 - 6.0
Nebraska,Platte,5.3,3.3 - 6.0
Nebraska,Stanton,5.3,3.3 - 6.0
Nebraska,Thomas,5.3,3.3 - 6.0
New Mexico,Guadalupe,5.3,3.3 - 6.0
North Carolina,Dare,5.3,3.3 - 6.0
North Dakota,Barnes,5.3,3.3 - 6.0
North Dakota,Morton,5.3,3.3 - 6.0
North Dakota,Nelson,5.3,3.3 - 6.0
North Dakota,Slope,5.3,3.3 - 6.0
North Dakota,Williams,5.3,3.3 - 6.0
Pennsylvania,Cumberland,5.3,3.3 - 6.0
South Dakota,Deuel,5.3,3.3 - 6.0
South Dakota,Grant,5.3,3.3 - 6.0
South Dakota,Hand,5.3,3.3 - 6.0
South Dakota,Lake,5.3,3.3 - 6.0
South Dakota,Moody,5.3,3.3 - 6.0
South Dakota,Spink,5.3,3.3 - 6.0
South Dakota,Yankton,5.3,3.3 - 6.0
Texas,Brewster,5.3,3.3 - 6.0
Texas,Reagan,5.3,3.3 - 6.0
Utah,Beaver,5.3,3.3 - 6.0
Utah,Weber,5.3,3.3 - 6.0
Vermont,Washington,5.3,3.3 - 6.0
Virginia,Chesterfield,5.3,3.3 - 6.0
Virginia,Fauquier,5.3,3.3 - 6.0
Washington,Benton,5.3,3.3 - 6.0
Washington,Jefferson,5.3,3.3 - 6.0
Wisconsin,Fond du Lac,5.3,3.3 - 6.0
Wisconsin,Green,5.3,3.3 - 6.0
Wisconsin,Kewaunee,5.3,3.3 - 6.0
Alaska,Fairbanks North Star,5.4,3.3 - 6.0
Alaska,Sitka,5.4,3.3 - 6.0
Arizona,Maricopa,5.4,3.3 - 6.0
California,Mono,5.4,3.3 - 6.0
California,Nevada,5.4,3.3 - 6.0
Connecticut,New Haven,5.4,3.3 - 6.0
Connecticut,New London,5.4,3.3 - 6.0
Indiana,Boone,5.4,3.3 - 6.0
Iowa,Grundy,5.4,3.3 - 6.0
Iowa,Winneshiek,5.4,3.3 - 6.0
Massachusetts,Essex,5.4,3.3 - 6.0
Massachusetts,Plymouth,5.4,3.3 - 6.0
Minnesota,Benton,5.4,3.3 - 6.0
Minnesota,Crow Wing,5.4,3.3 - 6.0
Minnesota,Isanti,5.4,3.3 - 6.0
Minnesota,Jackson,5.4,3.3 - 6.0
Minnesota,Kandiyohi,5.4,3.3 - 6.0
Minnesota,Lac qui Parle,5.4,3.3 - 6.0
Minnesota,Lyon,5.4,3.3 - 6.0
Minnesota,Meeker,5.4,3.3 - 6.0
Minnesota,Otter Tail,5.4,3.3 - 6.0
Minnesota,Pennington,5.4,3.3 - 6.0
Minnesota,Roseau,5.4,3.3 - 6.0
Minnesota,Sibley,5.4,3.3 - 6.0
Minnesota,Stearns,5.4,3.3 - 6.0
Minnesota,Stevens,5.4,3.3 - 6.0
Minnesota,Waseca,5.4,3.3 - 6.0
Missouri,St. Charles,5.4,3.3 - 6.0
Montana,Carbon,5.4,3.3 - 6.0
Montana,Stillwater,5.4,3.3 - 6.0
Nebraska,Buffalo,5.4,3.3 - 6.0
Nebraska,Cuming,5.4,3.3 - 6.0
Nebraska,Dawes,5.4,3.3 - 6.0
Nebraska,Frontier,5.4,3.3 - 6.0
Nebraska,Harlan,5.4,3.3 - 6.0
Nebraska,Logan,5.4,3.3 - 6.0
Nebraska,Wayne,5.4,3.3 - 6.0
New Mexico,Rio Arriba,5.4,3.3 - 6.0
North Carolina,Union,5.4,3.3 - 6.0
North Dakota,Foster,5.4,3.3 - 6.0
North Dakota,Golden Valley,5.4,3.3 - 6.0
North Dakota,McLean,5.4,3.3 - 6.0
North Dakota,Pierce,5.4,3.3 - 6.0
Oregon,Deschutes,5.4,3.3 - 6.0
Pennsylvania,Allegheny,5.4,3.3 - 6.0
Pennsylvania,Delaware,5.4,3.3 - 6.0
Rhode Island,Kent,5.4,3.3 - 6.0
South Dakota,Aurora,5.4,3.3 - 6.0
South Dakota,Campbell,5.4,3.3 - 6.0
South Dakota,Hamlin,5.4,3.3 - 6.0
South Dakota,Hanson,5.4,3.3 - 6.0
South Dakota,Harding,5.4,3.3 - 6.0
Texas,Brazoria,5.4,3.3 - 6.0
Texas,El Paso,5.4,3.3 - 6.0
Utah,Cache,5.4,3.3 - 6.0
Vermont,Windsor,5.4,3.3 - 6.0
Virginia,Fluvanna,5.4,3.3 - 6.0
Virginia,Hanover,5.4,3.3 - 6.0
Virginia,Manassas Park,5.4,3.3 - 6.0
Washington,Clark,5.4,3.3 - 6.0
Wisconsin,Oneida,5.4,3.3 - 6.0
Wisconsin,Racine,5.4,3.3 - 6.0
Wisconsin,Vilas,5.4,3.3 - 6.0
Wisconsin,Winnebago,5.4,3.3 - 6.0
Alaska,Aleutians East,5.5,3.3 - 6.0
California,Alpine,5.5,3.3 - 6.0
California,Inyo,5.5,3.3 - 6.0
California,Monterey,5.5,3.3 - 6.0
Colorado,Adams,5.5,3.3 - 6.0
Colorado,Archuleta,5.5,3.3 - 6.0
Georgia,Coweta,5.5,3.3 - 6.0
Illinois,Woodford,5.5,3.3 - 6.0
Iowa,Linn,5.5,3.3 - 6.0
Iowa,Madison,5.5,3.3 - 6.0
Iowa,Marion,5.5,3.3 - 6.0
Iowa,Polk,5.5,3.3 - 6.0
Kansas,Leavenworth,5.5,3.3 - 6.0
Kansas,Pottawatomie,5.5,3.3 - 6.0
Maryland,St. Mary's,5.5,3.3 - 6.0
Massachusetts,Hampshire,5.5,3.3 - 6.0
Massachusetts,Suffolk,5.5,3.3 - 6.0
Minnesota,Blue Earth,5.5,3.3 - 6.0
Minnesota,Carlton,5.5,3.3 - 6.0
Minnesota,Fillmore,5.5,3.3 - 6.0
Minnesota,Lake of the Woods,5.5,3.3 - 6.0
Minnesota,Marshall,5.5,3.3 - 6.0
Minnesota,Polk,5.5,3.3 - 6.0
Minnesota,Red Lake,5.5,3.3 - 6.0
Minnesota,Watonwan,5.5,3.3 - 6.0
Minnesota,Wilkin,5.5,3.3 - 6.0
Missouri,Platte,5.5,3.3 - 6.0
Montana,Flathead,5.5,3.3 - 6.0
Montana,Park,5.5,3.3 - 6.0
Nebraska,Butler,5.5,3.3 - 6.0
Nebraska,Kearney,5.5,3.3 - 6.0
Nebraska,Madison,5.5,3.3 - 6.0
Nebraska,Otoe,5.5,3.3 - 6.0
Nebraska,Pierce,5.5,3.3 - 6.0
Nebraska,Polk,5.5,3.3 - 6.0
Nebraska,Red Willow,5.5,3.3 - 6.0
Nebraska,Rock,5.5,3.3 - 6.0
Nebraska,Scotts Bluff,5.5,3.3 - 6.0
New Hampshire,Hillsborough,5.5,3.3 - 6.0
New Jersey,Essex,5.5,3.3 - 6.0
New Jersey,Passaic,5.5,3.3 - 6.0
New York,Kings,5.5,3.3 - 6.0
New York,Saratoga,5.5,3.3 - 6.0
North Carolina,Moore,5.5,3.3 - 6.0
North Dakota,Cavalier,5.5,3.3 - 6.0
North Dakota,Dunn,5.5,3.3 - 6.0
North Dakota,Grand Forks,5.5,3.3 - 6.0
North Dakota,Stark,5.5,3.3 - 6.0
Oregon,Benton,5.5,3.3 - 6.0
Oregon,Hood River,5.5,3.3 - 6.0
Pennsylvania,Butler,5.5,3.3 - 6.0
South Carolina,York,5.5,3.3 - 6.0
South Dakota,Edmunds,5.5,3.3 - 6.0
South Dakota,Hyde,5.5,3.3 - 6.0
South Dakota,Jerauld,5.5,3.3 - 6.0
South Dakota,Lawrence,5.5,3.3 - 6.0
South Dakota,Potter,5.5,3.3 - 6.0
Utah,Box Elder,5.5,3.3 - 6.0
Utah,Rich,5.5,3.3 - 6.0
Vermont,Lamoille,5.5,3.3 - 6.0
Washington,Pierce,5.5,3.3 - 6.0
Washington,Skagit,5.5,3.3 - 6.0
Wisconsin,Dodge,5.5,3.3 - 6.0
Wisconsin,Douglas,5.5,3.3 - 6.0
Wisconsin,Dunn,5.5,3.3 - 6.0
Wisconsin,Polk,5.5,3.3 - 6.0
Wisconsin,Rock,5.5,3.3 - 6.0
Wisconsin,Sauk,5.5,3.3 - 6.0
Alabama,Madison,5.6,3.3 - 6.0
Arizona,Pima,5.6,3.3 - 6.0
California,San Bernardino,5.6,3.3 - 6.0
California,San Joaquin,5.6,3.3 - 6.0
Colorado,Chaffee,5.6,3.3 - 6.0
Colorado,Rio Grande,5.6,3.3 - 6.0
Colorado,Weld,5.6,3.3 - 6.0
Georgia,Houston,5.6,3.3 - 6.0
Georgia,Lee,5.6,3.3 - 6.0
Georgia,Paulding,5.6,3.3 - 6.0
Illinois,Piatt,5.6,3.3 - 6.0
Indiana,Hendricks,5.6,3.3 - 6.0
Iowa,Dickinson,5.6,3.3 - 6.0
Iowa,Mills,5.6,3.3 - 6.0
Iowa,Story,5.6,3.3 - 6.0
Kansas,Douglas,5.6,3.3 - 6.0
Kansas,Grant,5.6,3.3 - 6.0
Kansas,Wabaunsee,5.6,3.3 - 6.0
Maryland,Worcester,5.6,3.3 - 6.0
Michigan,Ottawa,5.6,3.3 - 6.0
Minnesota,Becker,5.6,3.3 - 6.0
Minnesota,Itasca,5.6,3.3 - 6.0
Minnesota,Lincoln,5.6,3.3 - 6.0
Minnesota,Norman,5.6,3.3 - 6.0
Montana,Richland,5.6,3.3 - 6.0
Montana,Sweet Grass,5.6,3.3 - 6.0
Montana,Yellowstone,5.6,3.3 - 6.0
Nebraska,Blaine,5.6,3.3 - 6.0
Nebraska,Boone,5.6,3.3 - 6.0
Nebraska,Clay,5.6,3.3 - 6.0
Nebraska,Johnson,5.6,3.3 - 6.0
